brand,freezer_capacity,number_of_reviews,price,product_description,ratings,total_capacity
Whirlpool,,31,"$1,169.99 ",Whirlpool - 21.7 Cu. Ft. Side-by-Side Refrigerator - Monochromatic Stainless Steel,4.1,
Cuisinart,,24,,Cuisinart - Private Reserve 16-Bottle Wine Cellar - Stainless/Stainless look,4.5,
LG,,12,"$2,299.99 ",LG - 27.7 Cu. Ft. French Door-in-Door Smart Wi-Fi Enabled Refrigerator - PrintProof Matte Black Stainless Steel,4.5,
Samsung,,429,"$1,149.99 ",Samsung - 17.5 Cu. Ft. Counter Depth French Door Refrigerator - White,4.3,
Whirlpool,,129,"$2,099.99 ",Whirlpool - 26.8 Cu. Ft. French Door Refrigerator - Black stainless steel,4.5,
Monogram,,2,"$8,930.00 ",Monogram - 20.6 Cu. Ft. French Door Built-In Refrigerator - Stainless steel,5,
KitchenAid,,403,"$4,139.99 ",KitchenAid - 23.8 Cu. Ft. French Door Counter-Depth Refrigerator - Black stainless steel,4.1,
GE,,19,,GE - 20.9 Cu. Ft. Bottom-Freezer Refrigerator - Slate,4.6,
Haier,,53,"$1,099.99 ",Haier - 15 Cu. Ft. 4-Door French Door Refrigerator - Stainless steel,4.6,
LG,,509,"$3,299.99 ",LG - 29.7 Cu. Ft. 4-Door French InstaView Door-in-Door Smart Wi-Fi Enabled Refrigerator - Stainless steel,4.7,
LG,,73,"$1,709.99 ",LG - 22.8 Cu. Ft. French Door Counter-Depth Refrigerator - PrintProof Stainless Steel,4.6,
Whirlpool,,345,"$1,399.99 ",Whirlpool - 20.6 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Black,4.4,
Whirlpool,,175,"$1,709.99 ",Whirlpool - 19.7 Cu. Ft. French Door Refrigerator - White,4.4,
Whirlpool,,712,"$1,619.99 ",Whirlpool - 25.2 Cu. Ft. French Door Refrigerator with Internal Water Dispenser - White,4.5,
Gladiator,,3,"$1,079.99 ",Gladiator - 17.8 Cu. Ft. Refrigerator - Black,3.7,
Viking,,18,"$3,479.00 ",Viking - 3 Series 22.1 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,3.8,
GE,,150,$699.99 ,GE - 20.8 Cu. Ft. Top-Freezer Refrigerator - White,4.5,
Samsung,,42,"$1,999.99 ",Samsung - 28 Cu. Ft. French Door Refrigerator with CoolSelect Pantry™ - Fingerprint Resistant Tuscan Stainless Steel,4.7,
Samsung,,377,"$2,899.99 ",Samsung - 22.1 Cu. Ft. 4-Door Flex French Door Counter-Depth Refrigerator with Food ShowCase - Fingerprint Resistant Stainless Steel,4.3,
KitchenAid,,67,"$3,199.99 ",KitchenAid - 21.9 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,4.3,
Whirlpool,,121,"$1,599.99 ",Whirlpool - 18.5 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.5,
GE,,94,"$1,699.99 ",GE - 25.6 Cu. Ft. French Door Refrigerator - Slate,4.3,
Thermador,,1,"$6,599.00 ",Thermador - Freedom 16.8 Cu. Ft. Built-In Refrigerator,5,
LG,,35,"$1,799.99 ",LG - 21.7 Cu. Ft. Side-by-Side Door-in-Door Counter-Depth Smart Wi-Fi Enabled Refrigerator - Stainless steel,4.7,
GE,,491,$679.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Stainless steel,4.5,
Frigidaire,,63,"$1,999.99 ",Frigidaire - Gallery 21.7 Cu. Ft. French Door Refrigerator - Black stainless steel,4.6,
KitchenAid,,NA,"$2,399.99 ",KitchenAid - 22.6 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Stainless Steel With PrintShield Finish,,
Whirlpool,,407,$399.99 ,Whirlpool - 10.6 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Black,4.3,
GE,,72,"$1,619.99 ",GE - 18.6 Cu. Ft. French Door Counter-Depth Refrigerator - High Gloss Black,4.2,
GE,,67,"$1,399.99 ",GE - 25.1 Cu. Ft. Side-by-Side Refrigerator - Black Slate,4.5,
GE,,150,$799.99 ,GE - 20.8 Cu. Ft. Top-Freezer Refrigerator - Slate,4.5,
GE,,136,"$2,529.99 ",GE - Profile Series 22.2 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,4.2,
Amana,,235,$949.99 ,Amana - 24.5 Cu. Ft. Side-by-Side Refrigerator with Water and Ice Dispenser - Black,4.4,
Amana,,235,$949.99 ,Amana - 24.5 Cu. Ft. Side-by-Side Refrigerator with Water and Ice Dispenser - Stainless steel,4.4,
Whirlpool,,345,"$1,499.99 ",Whirlpool - 20.6 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Black stainless steel,4.4,
Samsung,,58,"$2,599.99 ",Samsung - 22.7 Cu. Ft. 4-Door Flex French Door Counter-Depth Refrigerator - Fingerprint Resistant Stainless Steel,4.5,
Whirlpool,,67,"$1,079.99 ",Whirlpool - 25.1 Cu. Ft. Side-by-Side Refrigerator - White,4.3,
LG,,901,"$1,099.99 ",LG - 24 cu.ft. Largest Capacity 33” Wide Top-Mount - PrintProof Black Stainless Steel,4.6,
GE,,51,"$2,099.99 ",GE - 17.5 Cu. Ft. French Door Counter-Depth Refrigerator - Black Slate,3.8,
LG,,NA,"$3,499.99 ",LG - 23.5 Cu. Ft. French Door-in-Door Counter-Depth Refrigerator with Craft Ice - PrintProof Stainless Steel,,
LG,,567,"$1,709.99 ",LG - 23.6 Cu. Ft. French Door Refrigerator - Stainless steel,4.5,
KitchenAid,,126,"$2,099.99 ",KitchenAid - 25 Cu. Ft. French Door Refrigerator - Black stainless steel,4.4,
Samsung,,18,"$2,099.99 ",Samsung - 22.6 Cu. Ft. French Door Counter-Depth Refrigerator with CoolSelect Pantry™ - Fingerprint Resistant Black Stainless Steel,4.7,
Whirlpool,,54,"$1,999.99 ",Whirlpool - 20 Cu. Ft. French Door Counter-Depth Refrigerator - White,4.5,
LG,,365,"$3,779.99 ",LG - 23.5 Cu. Ft. French InstaView Door-in-Door Counter-Depth Smart Wi-Fi Enabled Refrigerator - PrintProof Black Stainless Steel,4.6,
Samsung,,815,"$2,699.99 ",Samsung - 22.5 Cu. Ft. Counter-Depth 4-Door Flex French Door Refrigerator with Convertible Zone - Fingerprint Resistant Black Stainless Steel,4.4,
GE,,12,"$2,789.99 ",GE - Profile Series 22.1 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Stainless steel,4,
KitchenAid,,10,,KitchenAid - 25 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,4.5,
GE,,NA,$549.99 ,GE - 16.6 Cu. Ft. Top-Freezer Refrigerator - Bisque,,
GE,,NA,$529.99 ,GE - 16.6 Cu. Ft. Top-Freezer Refrigerator - Black,,
Whirlpool,,844,"$1,049.99 ",Whirlpool - 24.6 Cu. Ft. Side-by-Side Refrigerator with Water and Ice Dispenser - Black,4.3,
KitchenAid,,8,,KitchenAid - 25.5 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,5,
Whirlpool,,1,"$1,079.99 ",Whirlpool - 24.6 Cu. Ft. Side-by-Side Refrigerator - White,4,
KitchenAid,,403,"$4,049.99 ",KitchenAid - 23.8 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,4.1,
Samsung,,2,"$2,299.99 ",Samsung - 22.6 Cu. Ft. 4-Door French Door Counter Depth Refrigerator - Tuscan Stainless Steel,5,
Samsung,,720,"$2,099.99 ",Samsung - 24.73 Cu. Ft. 4-Door French Door Refrigerator with Counter-Height FlexZone Drawer - White,4.4,
LG,,138,"$2,069.99 ",LG - 21.7 Cu. Ft. Side-by-Side InstaView Door-in-Door Counter-Depth Smart Wi-Fi Refrigerator - Stainless steel,4.4,
Samsung,,"1,063","$2,899.99 ",Samsung - 22.6 Cu. Ft. 4-Door Flex French Door Counter-Depth Refrigerator - Fingerprint Resistant Stainless Steel,4.4,
JennAir,,3,"$10,699.00 ",JennAir - 25 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,5,
GE,,30,"$1,889.99 ",GE - 27 Cu. Ft. French Door Refrigerator - White,4.4,
Whirlpool,,3,"$1,599.99 ",Whirlpool - 28.5 Cu. Ft. Side-by-Side Refrigerator - Sunset Bronze,4.7,
KitchenAid,,21,,KitchenAid - 29.5 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,4.7,
GE,,68,"$2,904.99 ",GE - 22.2 Cu. Ft. French Door Counter-Depth Refrigerator - Black stainless steel,4.2,
Samsung,,377,"$2,999.99 ",Samsung - 22.1 Cu. Ft. 4-Door Flex French Door Counter-Depth Refrigerator with Food ShowCase - Fingerprint Resistant Black Stainless Steel,4.3,
Samsung,,471,"$1,799.99 ",Samsung - 22.3 Cu. Ft. Side-by-Side Counter-Depth Refrigerator with In-Door Ice Maker - Silver,4.2,
Viking,,9,"$10,529.00 ",Viking - Professional 5 Series Quiet Cool 29.1 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,3.9,
KitchenAid,,11,,KitchenAid - 24.2 Cu. Ft. French Door Built-In Refrigerator - Stainless steel,3.7,
GE,,9,"$1,484.99 ",GE - 11.7 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Stainless steel,4.3,
GE,,NA,"$2,199.99 ",GE - 27.8 Cu. Ft. French Door-in-Door Refrigerator - Stainless steel,,
KitchenAid,,60,"$1,889.99 ",KitchenAid - 19.7 Cu. Ft. French Door Refrigerator - Stainless steel,4.3,
KitchenAid,,38,"$1,899.99 ",KitchenAid - 18.7 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.7,
Samsung,,805,"$2,899.99 ",Samsung - 27.8 Cu. Ft. 4-Door Flex French Door Refrigerator with Food ShowCase and Thru-the-Door Ice and Water - Fingerprint Resistant Black Stainless Steel,4.6,
Frigidaire,,31,"$1,499.99 ",Frigidaire - 26.8 Cu. Ft. French Door Refrigerator - Ebony,4.5,
Whirlpool,,73,"$1,249.99 ",Whirlpool - 24.5 Cu. Ft. Side-by-Side Refrigerator - White,4,
Amana,,54,$949.99 ,Amana - 21.4 Cu. Ft. Side-by-Side Refrigerator - White,4.2,
Whirlpool,,10,"$1,169.99 ",Whirlpool - 21.4 Cu. Ft. Side-by-Side Refrigerator - Black,4.3,
Bosch,,NA,"$3,399.00 ",Bosch - 800 Series 20.5 Cu. Ft. 4-Door French Door Counter-Depth Refrigerator - Stainless steel,,
GE,,136,"$2,629.99 ",GE - Profile Series 22.2 Cu. Ft. French Door Counter-Depth Refrigerator - Black Slate,4.2,
Hotpoint,,NA,$575.99 ,Hotpoint - 15.6 Cu. Ft. Top-Freezer Refrigerator - White,,
Samsung,,"1,384","$1,399.99 ",Samsung - 24.5 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Fingerprint Resistant Black Stainless Steel,4.3,
LG,,438,"$2,099.99 ",LG - 27.8 4-Door French Door Smart Wi-Fi Enabled Refrigerator - PrintProof Stainless Steel,4.6,
KitchenAid,,NA,"$2,499.99 ",KitchenAid - 22.6 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Black Stainless Steel With PrintShield Finish,,
Maytag,,15,$854.99 ,Maytag - 20.5 Cu. Ft. Top-Freezer Refrigerator - White,4,
Maytag,,2,"$1,249.99 ",Maytag - 24.5 Cu. Ft. Side-by-Side Refrigerator - Black,2.5,
Whirlpool,,18,"$2,564.99 ",Whirlpool - 26.8 Cu. Ft. French Door Refrigerator - Stainless steel,3.4,
GE,,242,"$1,999.99 ",GE - 27.8 Cu. Ft. French Door Refrigerator - Slate,4.4,
KitchenAid,,14,,KitchenAid - 30 Cu. Ft. Side-by-Side Built-In Refrigerator - White,4.5,
KitchenAid,,21,,KitchenAid - 29.5 Cu. Ft. Side-by-Side Built-In Refrigerator - Black stainless steel,4.7,
Thermador,,5,"$9,299.00 ",Thermador - Freedom 19.4 Cu. Ft. French Door Built-In Refrigerator - Stainless steel,4.8,
Fisher,,NA,"$2,449.00 ",Fisher & Paykel - 16.9 Cu. Ft. French Door Refrigerator - Ezkleen Stainless Steel,,
Hotpoint,,1,$574.99 ,Hotpoint - 14.6 Cu. Ft. Top-Freezer Refrigerator - White,5,
Whirlpool,,253,"$3,059.99 ",Whirlpool - 26.2 Cu. Ft. 4-Door French Door Refrigerator - Black stainless steel,4.6,
Whirlpool,,NA,$701.99 ,Whirlpool - 18.2 Cu. Ft. Top-Freezer Refrigerator - Black,,
Maytag,,2,"$1,249.99 ",Maytag - 24.5 Cu. Ft. Side-by-Side Refrigerator - Gray,2.5,
GE,,3,"$1,069.99 ",GE - 18.2 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.7,
Samsung,,109,"$3,099.99 ",Samsung - Family Hub 22.2 Cu. Ft. Counter Depth 4-Door French Door - Fingerprint Resistant Stainless Steel,4.4,
GE,,72,"$1,619.99 ",GE - 18.6 Cu. Ft. French Door Counter-Depth Refrigerator - High Gloss White,4.2,
LG,,334,"$3,299.99 ",LG - 22.5 Cu. Ft. French InstaView Door-in-Door Counter-Depth Smart Wi-Fi Refrigerator - PrintProof Black Stainless Steel,4.7,
Whirlpool,,31,"$1,079.99 ",Whirlpool - 21.7 Cu. Ft. Side-by-Side Refrigerator - White,4.1,
LG,,260,"$1,849.99 ",LG - 21.8 Cu. Ft. French Door Refrigerator - PrintProof Black Stainless Steel,4.6,
Viking,,8,"$9,889.00 ",Viking - Professional 5 Series Quiet Cool 25.3 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,4,
Whirlpool,,3,"$1,799.99 ",Whirlpool - 25.2 Cu. Ft. French Door Refrigerator - Sunset Bronze,4.7,
Thermador,,NA,"$5,999.00 ",Thermador - Freedom Collection 13 Cu. Ft. Built-In Refrigerator - Custom Panel Ready,,
Whirlpool,,536,"$1,399.99 ",Whirlpool - 28.5 Cu. Ft. Refrigerator - Black,4.5,
Samsung,,269,"$2,499.99 ",Samsung - 27.8 cu. ft. 4-Door French Door Refrigerator with Food Showcase - Fingerprint Resistant Black Stainless Steel,4.5,
Samsung,,471,"$1,899.99 ",Samsung - 22.3 Cu. Ft. Counter Depth Side-by-Side Refrigerator with In-Door Ice Maker - White,4.2,
LG,,5,"$2,499.99 ",LG - 26 Cu. Ft. French Door-in-Door Refrigerator - PrintProof Black Stainless Steel,4.4,
Thermador,,4,"$8,799.00 ",Thermador - Freedom 19.6 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,3.8,
LG,,4,"$1,399.99 ",LG - 21.9 Cu. Ft. Side-by-Side Counter-Depth Smart Wi-Fi Enabled Refrigerator - Stainless steel,3.8,
Whirlpool,,34,"$3,599.99 ",Whirlpool - 23.8 Cu. Ft. French Door Counter-Depth Refrigerator - Finger Print Resistant Stainless Steel,3.4,
GE,,19,"$1,529.99 ",GE - 20.8 Cu. Ft. French Door Refrigerator - Stainless steel,4.7,
Bosch,,10,"$2,519.99 ",Bosch - 800 Series 25 Cu. Ft. French Door Refrigerator - Stainless steel,3.7,
GE,,13,"$1,349.99 ",GE - 25.4 Cu. Ft. Side-by-Side Refrigerator - High gloss bisque,4.3,
Maytag,,29,"$2,149.99 ",Maytag - 21.7 Cu. Ft. French Door Refrigerator - Stainless steel,3.8,
Thermador,,NA,"$7,699.00 ",Thermador - Freedom 19.6 Cu. Ft. Bottom-Freezer Built-In Refrigerator,,
GE,,51,"$2,339.99 ",GE - 17.5 Cu. Ft. French Door Counter-Depth Refrigerator - Black stainless steel,3.8,
Café,,7,"$3,264.99 ",Café - 22.2 Cu. Ft. French Door Counter-Depth Refrigerator with Keurig Brewing System - Stainless steel,3.9,
Whirlpool,,13,"$1,619.99 ",Whirlpool - 19.7 Cu. Ft. French Door Refrigerator - Black stainless steel,4.4,
JennAir,,3,"$7,399.00 ",JennAir - 20.8 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Panel Ready,5,
Whirlpool,,712,"$1,619.99 ",Whirlpool - 25.2 Cu. Ft. French Door Refrigerator with Internal Water Dispenser - Black,4.5,
GE,,2,"$2,729.99 ",GE - Profile Series 27.8 Cu. Ft. French Door in Door Refrigerator - Stainless steel,5,
Whirlpool,,25,$799.99 ,Whirlpool - 21.3 Cu. Ft. Top-Freezer Refrigerator - Monochromatic Stainless Steel,3.9,
Whirlpool,,517,$789.99 ,Whirlpool - 17.6 Cu. Ft. Top-Freezer Refrigerator - Fingerprint Resistant Metallic Steel,4.5,
KitchenAid,,519,"$2,159.99 ",KitchenAid - 20.0 Cu. Ft. Counter-Depth French Door Refrigerator - White,4.4,
Samsung,,883,"$2,399.99 ",Samsung - 21.5 Cu. Ft. Side-by-Side Counter Depth Refrigerator with Food ShowCase and Thru-the-Door Ice and Water - Fingerprint Resistant Stainless Steel,4.6,
Maytag,,33,$699.99 ,Maytag - 18.1 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.3,
LG,,138,"$2,159.99 ",LG - 21.7 Cu. Ft. Side-by-Side InstaView Door-in-Door Counter-Depth Smart Wi-Fi Refrigerator - PrintProof Black Stainless Steel,4.4,
GE,,37,"$1,499.99 ",GE - 21.8 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Black Slate,4.5,
LG,,732,"$2,049.99 ",LG - 27.9 French Door Smart Wi-Fi Enabled Refrigerator - PrintProof Stainless Steel,4.5,
Whirlpool,,34,"$3,699.99 ",Whirlpool - 23.8 Cu. Ft. French Door Counter-Depth Refrigerator - Black stainless steel,3.4,
GE,,67,"$1,439.99 ",GE - 25.1 Cu. Ft. Side-by-Side Refrigerator - Black,4.5,
LG,,NA,"$1,299.99 ",LG - 14.7 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Platinum Silver,,
KitchenAid,,2,,KitchenAid - 20.9 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Stainless steel,4.5,
LG,,1,"$6,299.99 ",LG - SIGNATURE 31 cu. ft. InstaView Door-in-Door Smart Wi-Fi Enabled Refrigerator - Textured Steel,5,
Samsung,,395,"$1,499.99 ",Samsung - 24.7 Cu. Ft. Side-by-Side Refrigerator with Food ShowCase and Thru-the-Door Ice and Water - Stainless steel,4.4,
Whirlpool,,36,$679.99 ,Whirlpool - 18.2 Cu. Ft. Top-Freezer Refrigerator - Monochromatic Stainless Steel,4,
Café,,1,"$2,299.99 ",Café - 25.6 Cu. Ft. French Door Refrigerator - Stainless steel,5,
GE,,650,"$1,619.99 ",GE - 25.4 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.5,
Whirlpool,,"1,308",$749.99 ,Whirlpool - 20.5 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.4,
Samsung,,109,"$3,199.99 ",Samsung - Family Hub 22.2 Cu. Ft. Counter Depth 4-Door French Door - Fingerprint Resistant Black Stainless Steel,4.4,
Samsung,,NA,"$2,199.99 ",Samsung - 27.8 Cu. Ft. French Door Refrigerator with Food Showcase - Fingerprint Resistant Stainless steel,,
Café,,NA,"$2,499.00 ",Café - 18 Cu. Ft. French Door Counter-Depth Refrigerator - Matte White,,
GE,,24,"$2,159.99 ",GE - Profile Series 28.4 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.6,
Samsung,,18,"$2,099.99 ",Samsung - 22.6 Cu. Ft. French Door Counter-Depth Refrigerator with CoolSelect Pantry™ - Fingerprint Resistant Tuscan Stainless Steel,4.7,
LG,,35,"$1,889.99 ",LG - 21.7 Cu. Ft. Side-by-Side Door-in-Door Counter-Depth Smart Wi-Fi Enabled Refrigerator - PrintProof Black Stainless Steel,4.7,
GE,,5,"$1,709.99 ",GE - 27 Cu. Ft. French Door Refrigerator - Stainless steel,4,
GE,,197,"$2,299.99 ",GE - 27.8 Cu. Ft. French Door in Door Refrigerator - Black Slate,4.5,
Monogram,,1,"$10,530.00 ",Monogram - 30.1 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,5,
LG,,87,"$3,199.99 ",LG - STUDIO 23.5 Cu. Ft. French Door-in-Door Counter-Depth Smart Wi-Fi Enabled Refrigerator - Stainless steel,4.3,
LG,,95,"$2,599.99 ",LG - 27.5 Cu. Ft. French InstaView Door-in-Door Smart Wi-Fi Enabled Refrigerator - PrintProof Stainless Steel,4.7,
LG,,NA,"$3,499.99 ",LG - 29.7 Cu. Ft. French Door-in-Door Refrigerator with Craft Ice - PrintProof Black Stainless Steel,,
GE,,6,"$1,439.99 ",GE - 21.2 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,3.3,
Thermador,,NA,"$7,999.00 ",Thermador - Freedom 19.4 Cu. Ft. French Door Built-In Refrigerator,,
KitchenAid,,2,,KitchenAid - 20.8 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,4,
Fisher,,2,"$2,299.00 ",Fisher & Paykel - ActiveSmart 20.1 Cu. Ft. French Door Counter-Depth Refrigerator - Ezkleen Stainless Steel,4,
GE,,12,"$1,024.99 ",GE - 18.2 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Stainless steel,4.1,
Whirlpool,,15,"$1,034.99 ",Whirlpool - 21.3 Cu. Ft. Top-Freezer Refrigerator - Monochromatic Stainless Steel,3.9,
GE,,53,$819.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Stainless steel,4,
Whirlpool,,17,$729.99 ,Whirlpool - 16.0 Cu. Ft. Top-Freezer Refrigerator - Monochromatic Stainless Steel,3.9,
GE,,1,"$7,589.99 ",GE - Café Series 29.6 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,5,
GE,,NA,"$2,274.99 ",GE - 25.8 Cu. Ft. French Door Refrigerator - Stainless steel,,
KitchenAid,,8,,KitchenAid - 25.5 Cu. Ft. Side-by-Side Built-In Refrigerator - Black,5,
JennAir,,2,"$11,099.00 ",JennAir - 29.5 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,5,
Café,,NA,"$3,599.99 ",Café - 27.6 Cu. Ft. 4-Door French Door Refrigerator - Matte Black,,
Café,,NA,"$3,689.99 ",Café - 27.6 Cu. Ft. 4-Door French Door Refrigerator - Matte White,,
JennAir,,6,"$9,399.00 ",JennAir - 24.2 Cu. Ft. French Door Refrigerator - Panel Ready,4.5,
LG,,13,"$3,399.99 ",LG - STUDIO 23.5 Cu. Ft. French InstaView Door-in-Door Counter-Depth Smart Wi-Fi Refrigerator - PrintProof Black Stainless Steel,3.6,
GE,,53,$819.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Slate,4,
GE,,53,$684.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Bisque,4,
KitchenAid,,18,"$3,799.99 ",KitchenAid - 23.7 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,3.3,
Whirlpool,,NA,"$1,079.99 ",Whirlpool - 24.6 Cu. Ft. Side-by-Side Refrigerator - Black,,
KitchenAid,,11,,KitchenAid - 24.2 Cu. Ft. French Door Built-In Refrigerator - Black stainless steel,3.7,
Frigidaire,,NA,$529.99 ,Frigidaire - 13.0 Cu. Ft. Frost-Free Upright Freezer with Interior Light - White,,
Viking,,NA,"$7,149.00 ",Viking - Professional 5 Series Quiet Cool 18.4 Cu. Ft. Refrigerator,,
Monogram,,NA,"$6,730.00 ",Monogram - 21.3 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Custom Panel Ready,,
KitchenAid,,15,"$2,399.99 ",KitchenAid - 19.9 Cu. Ft. Side-by-Side Refrigerator - Monochromatic Stainless-Steel,3.9,
Whirlpool,,4,"$2,249.99 ",Whirlpool - 19.9 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Monochromatic Stainless Steel,4.8,
LG,,576,"$3,059.99 ",LG - 24.0 Cu. Ft. Counter-Depth French Door Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.4,
Frigidaire,,NA,$584.99 ,Frigidaire - 11.6 Cu. Ft. Top-Freezer Refrigerator - White,,
Whirlpool,,16,$879.99 ,Whirlpool - 19.2 Cu. Ft. Top-Freezer Refrigerator - Monochromatic Stainless Steel,3.6,
GE,,43,"$2,159.99 ",GE - 21.9 Cu. Ft. Counter-Depth Refrigerator - High-Gloss Black,4,
Samsung,,1,"$7,299.99 ",Samsung - 26.5 Cu. Ft. Side-by-Side Counter-Depth Refrigerator with Apps - Stainless steel,5,
GE,,4,$799.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - Silver,3.5,
Samsung,,883,"$2,499.99 ",Samsung - 21.5 Cu. Ft. Side-by-Side Counter-Depth Refrigerator with Food ShowCase and Thru-the-Door Ice and Water - Fingerprint Resistant Black Stainless Steel,4.6,
JennAir,,NA,"$6,499.00 ",JennAir - 13 Cu. Ft. Built-In Refrigerator,,
Dacor,,NA,"$7,349.00 ",Dacor - 17.8 Cu. Ft. Built-In Refrigerator - Graphite stainless steel,,
GE,,3,"$8,039.99 ",GE - Profile Series 28.7 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,3.7,
Viking,,2,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Apple red,3,
KitchenAid,,NA,"$2,499.99 ",KitchenAid - 19.8 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Black stainless steel,,
Café,,NA,"$2,789.99 ",Café - 21.9 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Stainless steel,,
Whirlpool,,3,$594.99 ,Whirlpool - 16.0 Cu. Ft. Top-Freezer Refrigerator - White,3,
Samsung,,724,"$2,499.99 ",Samsung - 22.5 Cu. Ft. French Door Counter-Depth Refrigerator with Cool Select Pantry - White,4.3,
JennAir,,1,"$8,899.00 ",JennAir - 25.6 Cu. Ft. Side-by-Side Refrigerator - Black,4,
Whirlpool,,9,"$1,484.99 ",Whirlpool - SideKicks 17.7 Cu. Ft. Refrigerator - Monochromatic Stainless Steel,3.3,
GE,,71,"$3,059.99 ",GE - Profile Series 22.2 Cu. Ft. French Door Counter-Depth Refrigerator with Keurig Brewing System - Stainless steel,4.2,
KitchenAid,,11,"$2,699.99 ",KitchenAid - 4.7 Cu. Ft. Double-Drawer Refrigerator - Stainless steel,4.2,
Viking,,2,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Cobalt blue,3,
Viking,,2,"$10,329.00 ",Viking - Professional 5 Series Quiet Cool 20.4 Cu. Ft. Bottom-Freezer Built-In Refrigerator - Graphite gray,3,
Monogram,,NA,"$5,230.00 ",Monogram - 22 Cu. Ft. Refrigerator - Custom Panel Ready,,
Frigidaire,,NA,"$1,169.10 ",Frigidaire - 25.5 Cu. Ft. Refrigerator - Stainless steel,,
LG,,1,"$7,919.99 ",LG - STUDIO Series 25.6 Cu. Ft. Side-by-Side Refrigerator - Stainless steel,2,
Fisher,,1,"$1,999.00 ",Fisher & Paykel - ActiveSmart 17.5 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - White,5,
Samsung,,395,"$1,599.99 ",Samsung - 24.7 Cu. Ft. Side-by-Side Refrigerator with Food ShowCase and Thru-the-Door Ice and Water - Fingerprint Resistant Black Stainless Steel,4.4,
Dacor,,NA,"$10,499.00 ",Dacor - 23.5 Cu. Ft. Side-by-Side Built-In Refrigerator - Gray,,
Viking,,NA,"$8,749.00 ",Viking - 7 Series 16.4 Cu. Ft. Built-In Refrigerator - Burgundy,,
Viking,,NA,"$8,749.00 ",Viking - 7 Series 16.4 Cu. Ft. Built-In Refrigerator - Black,,
Viking,,NA,"$8,749.00 ",Viking - 7 Series 16.4 Cu. Ft. Built-In Refrigerator - White,,
LG,,79,"$2,429.99 ",LG - 19.8 Cu. Ft. Counter-Depth French Door Refrigerator - Stainless steel,4.5,
