brand,freezer_capacity,number_of_reviews,price,product_description,ratings,total_capacity
LG,,901,$999.99 ,LG - 23.8 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.6,
Samsung,,260,$899.99 ,Samsung - 21.1 Cu. Ft. Top-Freezer Refrigerator - Fingerprint Resistant Stainless Steel,4.4,
Whirlpool,,407,$399.99 ,Whirlpool - 10.6 Cu. Ft. Frost-Free Top-Freezer Refrigerator - White,4.3,
Samsung,,"1,188",$749.99 ,Samsung - 17.6 Cu. Ft. Top-Freezer Refrigerator - Fingerprint Resistant Stainless Steel,4.6,
Frigidaire,,366,$999.99 ,Frigidaire - 25.6 Cu. Ft. Side-by-Side Refrigerator - Black stainless steel,4.3,
GE,,124,$999.99 ,GE - 25.4 Cu. Ft. Frost-Free Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.5,
KitchenAid,,915,"$3,199.99 ",KitchenAid - 25.8 Cu. Ft. 5-Door French Door Refrigerator - Stainless steel,4.5,
Whirlpool,,712,"$1,399.99 ",Whirlpool - 25.2 Cu. Ft. French Door Refrigerator with Internal Water Dispenser - Black stainless steel,4.5,
Whirlpool,,"1,276",$619.99 ,Whirlpool - 19.3 Cu. Ft. Top-Freezer Refrigerator - White,4.5,
Frigidaire,,NA,$449.99 ,Frigidaire - 13.9 Cu. Ft. Top-Freezer Refrigerator - Brushed Steel,,
Samsung,,103,"$1,199.99 ",Samsung - 18 Cu.Ft. French Door Counter-Depth Refrigerator - Fingerprint Resistant Black Stainless Steel,4.5,
Whirlpool,,"1,308",$679.99 ,Whirlpool - 20.5 Cu. Ft. Top-Freezer Refrigerator - Black,4.4,
Frigidaire,,76,$649.99 ,Frigidaire - 20.4 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.5,
GE,,355,"$1,499.99 ",GE - 24.8 Cu. Ft. French Door Refrigerator - Stainless steel,4.5,
GE,,19,"$1,099.99 ",GE - 20.9 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.6,
LG,,23,"$1,499.99 ",LG - 21.8 Cu. Ft. French Door Refrigerator - Stainless steel,4.3,
Samsung,,58,"$2,199.99 ",Samsung - 22.6 cu. ft. 4-Door French Door Counter Depth Refrigerator with FlexZone™ Drawer - Fingerprint Resistant Stainless Steel,4.5,
Samsung,,"1,188",$649.99 ,Samsung - 17.6 Cu. Ft. Top-Freezer Refrigerator - White,4.6,
Samsung,,713,"$2,499.99 ",Samsung - Family Hub 24.2 Cu. Ft. 3-Door French Door Refrigerator - Fingerprint Resistant Black Stainless Steel,4.6,
LG,,858,"$1,299.99 ",LG - 26.2 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Stainless steel,4.5,
Whirlpool,,345,"$1,399.99 ",Whirlpool - 20.6 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Stainless steel,4.4,
KitchenAid,,68,"$2,399.99 ",KitchenAid - 27 Cu. Ft. French Door Refrigerator - Printshield Stainless,4.4,
Frigidaire,,40,$229.99 ,Frigidaire - 4.5 Cu. Ft. Top-Freezer Refrigerator - Silver,4.2,
Samsung,,192,"$3,399.99 ",Samsung - Family Hub 28 Cu. Ft. 4-Door Flex French Door Refrigerator - Fingerprint Resistant Stainless Steel,4.4,
KitchenAid,,519,"$1,899.99 ",KitchenAid - 20 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,4.4,
Samsung,,40,"$1,999.99 ",Samsung - 29.7 Cu. Ft. 4-Door Flex French Door Refrigerator - Stainless steel,4.6,
Frigidaire,,35,$899.99 ,Frigidaire - 22 Cu. Ft. Refrigerator - Stainless steel,4.1,
Samsung,,"1,188",$799.99 ,Samsung - 17.6 Cu. Ft. Top-Freezer Refrigerator - Fingerprint Resistant Black Stainless Steel,4.6,
Samsung,,26,"$2,999.99 ",Samsung - Family Hub 27.7 Cu. Ft. 4-Door French Door Refrigerator - Fingerprint Resistant Stainless steel,4.4,
Samsung,,697,"$1,099.99 ",Samsung - 21.8 Cu. Ft. French Door Refrigerator - White,4.6,
Whirlpool,,588,"$1,199.99 ",Whirlpool - 22.1 Cu. Ft. Bottom-Freezer Refrigerator - Black stainless steel,4.5,
Frigidaire,,366,$899.99 ,Frigidaire - 25.6 Cu. Ft. Refrigerator - Pearl,4.3,
LG,,732,"$2,149.99 ",LG - 27.9 French Door Smart Wi-Fi Enabled Refrigerator - PrintProof Black Stainless Steel,4.5,
Frigidaire,,31,"$1,499.99 ",Frigidaire - 26.8 Cu. Ft. French Door Refrigerator - Black stainless steel,4.5,
Samsung,,121,"$2,199.99 ",Samsung - 28  cu. ft. 4-Door French Door Refrigerator with FlexZone™ Drawer - Fingerprint Resistant Black Stainless Steel,4.4,
Samsung,,97,"$2,699.99 ",Samsung - 22.4 cu. ft. 4-Door French Door Counter Depth Refrigerator with Food Showcase - Fingerprint Resistant Black Stainless Steel,4.6,
GE,,67,"$1,299.99 ",GE - 25.1 Cu. Ft. Side-by-Side Refrigerator - Slate,4.5,
Insignia™,,13,$699.99 ,Insignia™ - 17.0 Cu. Ft. Upright Convertible Freezer/Refrigerator,4.7,
GE,,242,"$2,099.99 ",GE - 27.8 Cu. Ft. French Door Refrigerator - Black Slate,4.4,
Insignia™,,14,$749.99 ,Insignia™ - 21.0 Cu. Ft. Upright Convertible Freezer/Refrigerator,4.7,
Frigidaire,,168,"$1,199.99 ",Frigidaire - 22.2 Cu. Ft. Counter-Depth Refrigerator - Stainless steel,4.3,
Samsung,,42,"$1,999.99 ",Samsung - 28 Cu. Ft. French Door Refrigerator with CoolSelect Pantry™ - Fingerprint Resistant Black Stainless Steel,4.7,
Samsung,,18,"$1,999.99 ",Samsung - 22.6 Cu. Ft. French Door Counter-Depth Refrigerator with CoolSelect Pantry™ - Fingerprint Resistant Stainless steel,4.7,
Frigidaire,,105,"$1,699.99 ",Frigidaire - Gallery 26.8 Cu. Ft. French Door Refrigerator - Stainless steel,4.4,
GE,,94,"$1,699.99 ",GE - 25.5 Cu. Ft. French Door Refrigerator - Stainless steel,4.3,
Samsung,,97,"$2,599.99 ",Samsung - 22.4 cu. ft. 4-Door French Door Counter Depth Refrigerator with Food Showcase - Fingerprint Resistant Stainless Steel,4.6,
GE,,67,"$1,299.99 ",GE - 25.1 Cu. Ft. Side-by-Side Refrigerator - Fingerprint-Resistant Stainless Steel,4.5,
GE,,37,"$1,399.99 ",GE - 21.8 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Stainless steel,4.5,
LG,,73,"$2,699.99 ",LG - 23.5 Cu. Ft. French Door Counter-Depth Refrigerator - PrintProof Stainless Steel,4.6,
Insignia™,,17,$549.99 ,Insignia™ - 13.8 Cu. Ft. Upright Convertible Freezer/Refrigerator,4.8,
LG,,56,"$2,899.99 ",LG - 29.7 Cu. Ft. French Door-in-Door Refrigerator - PrintProof Stainless Steel,4.6,
GE,,30,"$1,299.99 ",GE - 27 Cu. Ft. French Door Refrigerator - Slate,4.4,
Samsung,,269,"$2,499.99 ",Samsung - 27.8 cu. ft. 4-Door French Door Refrigerator with Food Showcase - Fingerprint Resistant Stainless Steel,4.5,
Whirlpool,,129,"$1,999.99 ",Whirlpool - 26.8 Cu. Ft. French Door Refrigerator - Stainless steel,4.5,
LG,,399,"$1,799.99 ",LG - 26.2 Cu. Ft. French Door Smart Wi-Fi Enabled Refrigerator - PrintProof Stainless Steel,4.7,
Samsung,,1,"$1,899.99 ",Samsung - 28 Cu. Ft. French Door Refrigerator with CoolSelect Pantry™ - White,5,
GE,,491,$579.99 ,GE - 17.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - White,4.5,
GE,,72,"$1,499.99 ",GE - 18.6 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,4.2,
GE,,150,$799.99 ,GE - 20.8 Cu. Ft. Top-Freezer Refrigerator - Stainless steel,4.5,
Whirlpool,,175,"$1,499.99 ",Whirlpool - 19.7 Cu. Ft. French Door Refrigerator - Black stainless steel,4.4,
LG,,18,"$1,999.99 ",LG - 22.1 Cu. Ft. French Door Counter-Depth Refrigerator - PrintProof Stainless Steel,4.6,
LG,,334,"$3,299.99 ",LG - 22.5 Cu. Ft. French InstaView Door-in-Door Counter-Depth Smart Wi-Fi Refrigerator - PrintProof Matte Black Stainless Steel,4.7,
Samsung,,"1,063","$2,999.99 ",Samsung - 22.6 Cu. Ft. 4-Door Flex French Door Counter-Depth Refrigerator - Tuscan Stainless Steel,4.4,
GE,,438,$594.99 ,GE - 15.5 Cu. Ft. Frost-Free Top-Freezer Refrigerator - White,4.5,
Frigidaire,,348,$569.99 ,Frigidaire - 18.1 Cu. Ft. Top-Freezer Refrigerator - White,4.5,
LG,,73,"$2,699.99 ",LG - 23.5 Cu. Ft. French Door Counter-Depth Refrigerator - PrintProof Black Stainless Steel,4.6,
GE,,197,"$2,199.99 ",GE - 27.8 Cu. Ft. French Door in Door Refrigerator - Stainless steel,4.5,
LG,,42,"$2,599.99 ",LG - InstaView 28.0 Cu. Ft. French Door-in-Door Refrigerator - PrintProof Black Stainless Steel,4.5,
Whirlpool,,"1,276",$619.99 ,Whirlpool - 19.3 Cu. Ft. Top-Freezer Refrigerator - Black,4.5,
Frigidaire,,31,"$1,599.99 ",Frigidaire - 26.8 Cu. Ft. French Door Refrigerator - Stainless steel,4.5,
Whirlpool,,"1,276",$699.99 ,Whirlpool - 19.3 Cu. Ft. Top-Freezer Refrigerator - Monochromatic Stainless Steel,4.5,
LG,,68,"$2,799.99 ",LG - InstaView Door-in-Door 27.8 Cu. Ft. 4-Door French Door Refrigerator - PrintProof Stainless Steel,4.6,
Samsung,,121,"$2,199.99 ",Samsung - 28 Cu. Ft. 4-Door French Door Refrigerator - Tuscan Stainless Steel,4.4,
Whirlpool,,73,"$1,249.99 ",Whirlpool - 24.5 Cu. Ft. Side-by-Side Refrigerator - Stainless steel,4,
LG,,56,"$2,899.99 ",LG - 29.7 Cu. Ft. French Door-in-Door Refrigerator - PrintProof Black Stainless Steel,4.6,
LG,,18,"$1,999.99 ",LG - 22.1 Cu. Ft. French Door Counter-Depth Refrigerator - PrintProof Black Stainless Steel,4.6,
Café,,12,"$2,899.99 ",Café - 22.2 Cu. Ft. French Door Counter-Depth Refrigerator with Hot Water Dispenser - Stainless steel,4.9,
Whirlpool,,360,"$1,699.99 ",Whirlpool - 24.7 Cu. Ft. French Door Refrigerator - Black stainless steel,4.5,
GE,,135,"$1,099.99 ",GE - 23.2 Cu. Ft. Side-by-Side Refrigerator - Stainless steel,4.4,
GE,,37,"$1,399.99 ",GE - 21.8 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Slate,4.5,
Whirlpool,,486,"$1,049.99 ",Whirlpool - 21.4 Cu. Ft. Side-by-Side Refrigerator - Black,4.1,
Samsung,,891,"$1,299.99 ",Samsung - 25.5 Cu. Ft. French Door Refrigerator - Fingerprint Resistant Black Stainless Steel,4.5,
Samsung,,260,$849.99 ,Samsung - 21.1 Cu. Ft. Top-Freezer Refrigerator - White,4.4,
Samsung,,26,"$3,099.99 ",Samsung - Family Hub 27.7 Cu. Ft. 4-Door French Door Refrigerator - Fingerprint Resistant Black Stainless Steel,4.4,
Samsung,,396,"$1,899.99 ",Samsung - 26 cu. ft. 3-Door French Door Refrigerator with CoolSelect Pantry - Stainless steel,4.4,
LG,,4,"$1,999.99 ",LG - 27 Cu. Ft. InstaView French Door-in-Door Refrigerator - PrintProof Stainless Steel,5,
KitchenAid,,403,,KitchenAid - 23.8 Cu. Ft. French Door Counter-Depth Refrigerator - PrintShield stainless,4.1,
Samsung,,815,"$2,599.99 ",Samsung - 23 cu. ft. Counter Depth 4-Door Refrigerator with Cool Select Plus - Fingerprint Resistant Stainless Steel,4.4,
Samsung,,160,"$3,599.99 ",Samsung - Family Hub 22 Cu. Ft. 4-Door Flex French Door Counter-Depth Refrigerator - Fingerprint Resistant Black Stainless Steel,4.5,
GE,,NA,$529.99 ,GE - 16.6 Cu. Ft. Top-Freezer Refrigerator - White,,
Samsung,,269,"$2,499.99 ",Samsung - 27.8 Cu. Ft. 4-Door French Door Refrigerator with Food Showcase - Tuscan Stainless Steel,4.5,
LG,,334,"$3,299.99 ",LG - 22.5 Cu. Ft. French InstaView Door-in-Door Counter-Depth Smart Wi-Fi Refrigerator - Stainless steel,4.7,
Dacor,,1,"$7,499.00 ",Dacor - Heritage 24 Cu. Ft. Side-by-Side Built-In Refrigerator - Stainless steel,5,
Samsung,,8,"$2,699.99 ",Samsung - 22.4 Cu. Ft. 4-Door French Door Counter-Depth Refrigerator with Food Showcase - Tuscan Stainless Steel,5,
Whirlpool,,518,$599.99 ,Whirlpool - 17.7 Cu. Ft. Top-Freezer Refrigerator - White,4.5,
LG,,68,"$2,799.99 ",LG - InstaView Door-in-Door 27.8 Cu. Ft. 4-Door French Door Refrigerator - PrintProof Black Stainless Steel,4.6,
Whirlpool,,536,"$1,399.99 ",Whirlpool - 28.4 Cu. Ft. Side-by-Side Refrigerator with Water and Ice Dispenser - Black stainless steel,4.5,
Whirlpool,,54,"$2,099.99 ",Whirlpool - 20 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,4.5,
GE,,197,"$2,994.99 ",GE - 27.8 Cu. Ft. Door in Door French Door Refrigerator with Water and Ice Dispenser - Black stainless steel,4.5,
Samsung,,14,"$3,099.99 ",Samsung - Family Hub 22.2 Cu. Ft. 4-Door French Door Counter-Depth Refrigerator - Fingerprint Resistant Stainless steel,4.8,
Whirlpool,,518,$629.99 ,Whirlpool - 17.7 Cu. Ft. Top-Freezer Refrigerator - Monochromatic Stainless Steel,4.5,
Haier,,12,$999.99 ,Haier - 15 Cu. Ft. Bottom-Freezer Refrigerator - Stainless steel,4.5,
LG,,NA,"$2,099.99 ",LG - 24.5 Cu. Ft. French Door Refrigerator with Wi-Fi - PrintProof Stainless Steel,,
Samsung,,445,"$2,599.99 ",Samsung - 28.1 Cu. Ft. 4-Door Flex French Door Refrigerator - Fingerprint Resistant Black Stainless Steel,4.5,
KitchenAid,,307,"$2,399.99 ",KitchenAid - 22.7 Cu. Ft. Side-by-Side Counter-Depth Refrigerator - Monochromatic Stainless-Steel,4.4,
Whirlpool,,486,"$1,049.99 ",Whirlpool - 21.4 Cu. Ft. Side-by-Side Refrigerator - White,4.1,
Whirlpool,,486,"$1,249.99 ",Whirlpool - 21.4 Cu. Ft. Side-by-Side Refrigerator - Black stainless steel,4.1,
Samsung,,58,"$2,299.99 ",Samsung - 22.6 cu. ft. 4-Door French Door Counter Depth Refrigerator with FlexZone™ Drawer - Fingerprint Resistant Black Stainless Steel,4.5,
Samsung,,445,"$2,499.99 ",Samsung - 28.1 Cu. Ft. 4-Door Flex French Door Refrigerator - Fingerprint Resistant Stainless Steel,4.5,
Whirlpool,,253,"$2,969.99 ",Whirlpool - 26.2 Cu. Ft. 4-Door French Door Refrigerator - Stainless steel,4.6,
LG,,35,"$2,499.99 ",LG - 26 Cu. Ft. French InstaView Door-in-Door Smart Wi-Fi Enabled Refrigerator - PrintProof Stainless Steel,4.3,
LG,,509,"$3,299.99 ",LG - 29.7 Cu. Ft. 4-Door French InstaView Door-in-Door Smart Wi-Fi Enabled Refrigerator - PrintProof Black Stainless Steel,4.7,
Samsung,,"1,063","$2,999.99 ",Samsung - 22.6 Cu. Ft. 4-Door Flex French Door Counter-Depth Refrigerator - Fingerprint Resistant Black Stainless Steel,4.4,
Insignia™,,4,$599.99 ,Insignia™ - 13.8 Cu. Ft. Upright Convertible Freezer/Refrigerator - Stainless steel,4.8,
Amana,,235,$949.99 ,Amana - 24.5 Cu. Ft. Side-by-Side Refrigerator with Water and Ice Dispenser - White,4.4,
Samsung,,260,$949.99 ,Samsung - 21.1 Cu. Ft. Top-Freezer Refrigerator - Fingerprint Resistant Black Stainless Steel,4.4,
Samsung,,160,"$3,499.99 ",Samsung - Family Hub 22 Cu. Ft. 4-Door Flex French Door Counter-Depth Refrigerator - Fingerprint Resistant Stainless Steel,4.5,
GE,,68,"$2,199.99 ",GE - 22.2 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,4.2,
Samsung,,192,"$3,499.99 ",Samsung - Family Hub 28 Cu. Ft. 4-Door Flex French Door Refrigerator - Fingerprint Resistant Black Stainless Steel,4.4,
Samsung,,14,"$3,199.99 ",Samsung - Family Hub 22.2 Cu. Ft. 4-Door French Door Counter-Depth Refrigerator - Fingerprint Resistant Black Stainless Steel,4.8,
Frigidaire,,348,$569.99 ,Frigidaire - 18.1 Cu. Ft. Top-Freezer Refrigerator - Black,4.5,
Samsung,,18,"$1,999.99 ",Samsung - 22.6 Cu. Ft. French Door Counter-Depth Refrigerator with CoolSelect Pantry™ - White,4.7,
Frigidaire,,63,"$1,699.99 ",Frigidaire - Gallery 21.7 Cu. Ft. Counter-Depth French Door Refrigerator - Stainless steel,4.6,
Samsung,,"3,819","$1,599.99 ",Samsung - 24.6 Cu. Ft. French Door Refrigerator - White,4.4,
GE,,51,"$1,999.99 ",GE - 17.5 Cu. Ft. French Door Counter-Depth Refrigerator - Stainless steel,3.8,
GE,,242,"$1,999.99 ",GE - 27.8 Cu. Ft. French Door Refrigerator - Stainless steel,4.4,
LG,,319,"$1,619.99 ",LG - 21.6 Cu. Ft. French Door Refrigerator - Stainless steel,4.6,
Frigidaire,,18,"$1,709.10 ",Frigidaire - Gallery 19.0 Cu. Ft. Refrigerator - Stainless steel,4.7,
GE,,135,"$1,099.99 ",GE - 23.2 Cu. Ft. Side-by-Side Refrigerator - Slate,4.4,
Whirlpool,,31,$854.99 ,Whirlpool - 17.8 Cu. Ft. Refrigerator - White,4.5,
Whirlpool,,844,"$1,049.99 ",Whirlpool - 24.6 Cu. Ft. Side-by-Side Refrigerator with Water and Ice Dispenser - White,4.3,
Maytag,,33,$599.99 ,Maytag - 18.1 Cu. Ft. Top-Freezer Refrigerator - Black,4.3,
Bosch,,20,"$2,699.99 ",Bosch - 800 Series 20.7 Cu. Ft. Bottom-Freezer Counter-Depth Refrigerator - Stainless steel,3.9,
GE,,67,"$1,439.99 ",GE - 25.1 Cu. Ft. Side-by-Side Refrigerator - White,4.5,
KitchenAid,,915,"$3,299.99 ",KitchenAid - 25.8 Cu. Ft. 5-Door French Door Refrigerator - Black stainless steel,4.5,
Whirlpool,,785,"$1,999.99 ",Whirlpool - 24.5 Cu. Ft. 4-Door French Door Refrigerator - Black stainless steel,4.6,
LG,,1,"$1,899.99 ",LG - 25.1 Cu. Ft. French Door Refrigerator - PrintProof Stainless Steel,3,
Samsung,,52,"$1,349.99 ",Samsung - 19.4 Cu. Ft. French Door Refrigerator - Stainless steel,4.4,
Frigidaire,,76,"$1,099.99 ",Frigidaire - Gallery 25.5 Cu. Ft. Side-by-Side Refrigerator - Stainless steel,4.3,
Whirlpool,,536,"$1,399.99 ",Whirlpool - 28.5 Cu. Ft. Refrigerator - White,4.5,
Samsung,,805,"$2,799.99 ",Samsung - 27.8 Cu. Ft. 4-Door Flex French Door Refrigerator with Food ShowCase and Thru-the-Door Ice and Water - Fingerprint Resistant Stainless Steel,4.6,
GE,,124,$999.99 ,GE - 25.4 Cu. Ft. Side-by-Side Refrigerator with Thru-the-Door Ice and Water - Slate,4.5,
Samsung,,720,"$2,199.99 ",Samsung - 24.73 Cu. Ft. 4-Door Flex French Door Refrigerator - Fingerprint Resistant Black Stainless Steel,4.4,
